NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
200003043036;2020;11;M;1;2;1;1;8;1;;0;;;;;;;;3146107;Ouro Preto;31;MG;0;1;1;0;;568;578;;;569.4;575.1;;;BDACADCDEECAABDEEDBACEBADECEADDDCAEBCAADDCDCE;99999DCCCCBCBAEADEDACBABAADEECDACDBEDAACABABADDBBE;;1;;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;;1;80;120;120;120;40;480;E;E;C;B;7;C;A;B;E;A;A;B;A;B;A;A;A;A;D;A;B;E;B;C;B
200002732724;2020;5;M;1;2;1;1;2;1;;0;;;;;;;;3506003;Bauru;35;SP;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;B;D;B;6;B;A;E;E;C;B;C;C;B;A;A;A;A;D;B;B;E;B;B;B
200006379261;2020;3;F;1;3;1;1;1;1;;0;;;;;;;;2915601;Itamaraju;29;BA;1;1;1;1;600;570;579;589;391;474.6;510.9;437.1;CACACBDBCDCCDAECABEBDDCAEAABADADDACDCCDACCDED;DDBDBCEEBDAEDBBACBCDDEDAEDBBACECECCCADBACCABE;AADCD99999DACCACABABACACEBACADABDAAAEEBCDADACEEDEB;DEBEABBDAEDCEBECBCDEBACECBEDCBBCEACBBCCBDCCDC;0;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1;120;80;120;180;120;620;B;B;A;B;4;B;A;B;C;B;A;B;A;A;A;B;A;A;B;A;A;D;A;A;B
200002540427;2020;12;F;1;3;2;1;14;1;;0;;;;;;;;1506807;Santar�m;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200002311331;2020;6;F;1;3;1;1;0;1;;0;;;;;;;;2904902;Cachoeira;29;BA;1;1;1;1;600;570;579;589;465.6;475.1;449.9;481.8;EBEACBDACEDBBACBEACDBCEADBCEADADBCABEDCABEEDC;BACEDCEABDECADBABDECCACDDABBEEACEBDAEBECDABCD;99999DBCACDBDEACBDAADEACDCACABDECABADEECBCADAAACBD;BADECDBACEBAEDCCACBBDEDDABECEADCDEBACEABDEACA;1;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1;140;80;100;120;40;480;E;C;C;B;2;A;A;B;B;A;A;A;A;A;A;A;A;A;A;A;A;B;A;A;B
200005096800;2020;4;F;1;3;1;1;1;1;;0;;;;;;;;3543402;Ribeir�o Preto;35;SP;1;1;1;1;597;569;580;587;488.9;486;560.2;539.1;EDEAEECDBDDACDCEDBAABECDBAAECECCCDEBCCDAEDAEA;BEAACDDEBACBCECDDDDBDDBACEEBAAECDDDEBADEACBBD;DABAA99999DBEBBDDCBADADBBEAAAADCADECCDEBDABDCDCBED;AEBDBAECADABCEEDBCBBDAACCADEEBDCDCDEADBDDDBAD;0;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1;120;40;40;120;40;360;E;D;C;B;6;D;A;B;C;A;A;B;B;B;A;A;A;A;B;A;B;D;A;B;B
200001399473;2020;13;F;1;1;1;1;0;1;;0;;;;;;;;4315602;Rio Grande;43;RS;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;C;B;C;B;1;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;B;A;B
200006123011;2020;5;F;1;1;1;2;0;2;1;0;4313102;Nova Palma;43;RS;2;1;1;4316907;Santa Maria;43;RS;0;1;1;0;;569;580;;;586.5;585.1;;;.DDBA...DE.AA.CDDA.DCDA...EDA.DDA.DAEEBCACABD;BADAA99999CECBBAADBAAADB.AE.ACDAAC.ADDA.DECD.CC.DA;;0;;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;;1;180;200;180;200;200;960;C;C;B;B;5;B;A;B;D;A;A;B;B;B;A;A;A;A;B;A;A;C;A;B;B
200003602618;2020;6;M;1;3;1;1;2;1;;0;;;;;;;;5208707;Goi�nia;52;GO;1;1;1;1;599;568;578;590;375.2;402.8;430.8;346.2;AEBBECECCEDADCEBACEBEADEBBDBDDADCAEBDEBEEBAAD;ABDDBBDCBBAEDBDCABDEABADCBDEECABEDBDADBDDBBBE;99999DDEBBEAABACEBCEDBEBAEDBDEACAABEADABABCECDBEBB;CDEABCEBBCECBDABDCEDCACDDABACABDBAEBCEBBBCBAD;1;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1;120;40;40;100;0;300;B;B;C;B;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;B;A;A;A
200002619551;2020;9;F;1;1;1;1;6;1;;0;;;;;;;;3513009;Cotia;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;A;C;F;B;6;F;A;B;C;B;A;B;A;B;A;B;A;B;B;A;A;C;A;A;B
200001465201;2020;4;F;1;3;1;1;1;1;;0;;;;;;;;2927408;Salvador;29;BA;1;1;1;1;701;690;694;697;512.2;617.7;616.4;539.6;AEEEADBCDBBCDBEDEBBCDECBCCDCCDDACBDECDBAEECBD;DBAEBCBCEBCABEAEDBBCBBDBCBAAEBCBBCCBAABDDBEAA;99999ECDBDBDCBDADCDAABCBCAAAAABBEDEDAEAECDAEAEEEDB;ACCDBBBAADCECBBCEEAEDAAADBBEBCAEACDABBCCEDBBE;1;ABCEBABCDACCDBBCDABDBEEEBECACCCDAEDBCEADDAEBD;DBADDCDEEBCABDAEBBBCDABDCBBAAECBEDCBADBBDBDAC;99999ECDBDBDCADAACDAABEBCABEAACBEDBBBEECCBCBECEEAD;DABDBAABBEABDBCCCECADCBAEBACEXBDECEEADCDBAABE;1;120;80;120;140;160;620;;;;;;;;;;;;;;;;;;;;;;;;;
200005195732;2020;13;M;1;3;1;1;14;1;;0;;;;;;;;2304400;Fortaleza;23;CE;1;1;1;1;598;567;577;588;362.9;437.7;346.1;431.8;DABACBAACBCADCACBABDCDABCDABDACDBEDCECDBCADBB;ACACBBDBDACABDCDCDBCEBDACDAECAEBACBDCBACBACAD;99999DBCBCDDABCEACBECBCDCAABCDABACDBABADBADCDCECDB;CDCABDBCDABCDACBCBCBDECDADBBCBDACBCADBCACDDCB;1;CEDBDDDCACCBDAEBADCBDCDXAAECEDDDECDDCBDDAEDCC;DABCBDDDAEDBECECBBEDEBDEECBCCCBACDCCADEBDECDD;AAEDCACEEECEAACBAEBBEDACDBAADADDEBBEBAAADEACAAADBB;AEBCCXCCCACCDABCCABCABCBAECEDBBDBEEEDBBACCDAC;1;100;40;40;80;20;280;B;B;B;B;2;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;B;A
200001614273;2020;4;F;1;2;1;1;1;1;;0;;;;;;;;2307304;Juazeiro do Norte;23;CE;1;1;1;1;600;570;579;589;506.4;407.8;523;546.3;EACADBCBEBADDBDEADCEBEDABCDDAEBBDCBADCEDEDCED;ADCBBCECEDAAACDACBAEDBDBACDEBCBEBECCBEDAACADE;ADEDD99999DDCCDBDCEADCBAEBACADDECEADBAEDEEDBCABDEC;BD.ECACAAEECDCACDDDBDECACEABBDABCBBCBBDCAEEAA;0;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1;120;120;100;120;140;600;H;D;F;A;2;A;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;A
200006736374;2020;2;F;1;3;1;2;0;2;1;0;;;;;;;;2902609;Baixa Grande;29;BA;1;1;1;1;597;569;580;587;569.6;633.2;561.9;465.7;DDDAEEDBADDCCDECCDAEBEDDECDCABECDDEABCDBDDADC;DECEABEEBEBBAECDDCEDCBACEEADCADDAEDBACEEDCCBB;EADDA99999EECBBDDEBADADBCDEAAEAAADDCDDEBDDBDBCBDAB;CADCCBBDACECBCDBDCDCBDEDACDEBDDCDCDCCBDBCACB.;0;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1;120;160;120;120;120;640;D;E;C;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;B;B
200002547672;2020;3;F;1;3;1;1;1;1;;0;;;;;;;;1500800;Ananindeua;15;PA;1;1;1;1;598;567;577;588;422.4;468.8;508.3;334;EBEBCCCACCBDEADEEDBECADBCCACEBCBCDDCADEDCDDAD;ACEEBBECADDEACBBACADAACCAEBDAECDBDCACADBBCCAA;AACAA99999AADBAEDEABEDDACCDAEAADEADEBCCAACBCCACABB;DBACCCCDBCABCBDDCCABBEECDCDCCCBACCDBBDCBEECCC;0;CEDBDDDCACCBDAEBADCBDCDXAAECEDDDECDDCBDDAEDCC;DABCBDDDAEDBECECBBEDEBDEECBCCCBACDCCADEBDECDD;AAEDCACEEECEAACBAEBBEDACDBAADADDEBBEBAAADEACAAADBB;AEBCCXCCCACCDABCCABCABCBAECEDBBDBEEEDBBACCDAC;1;120;120;120;120;80;560;E;E;B;B;3;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;B;A
200004741513;2020;11;F;1;1;1;1;11;1;;0;;;;;;;;4106902;Curitiba;41;PR;0;1;1;0;;688;692;;;550.9;542.6;;;EABCCAECEACCAADBCBCEADDEADEBBCADAEABAADDBDADA;99999EDBBAAEBACCAAADDBDCBEDADCECABADCDCCCCDDDCDDAB;;1;;DABCCAECBABECADBDCCABDBCDDAABDBAEBEBBDBDDBDBE;99999BDCEDAEEABCBABBBBDCEEEADCCBECEACBADBCDDBCAEAA;;1;160;200;180;200;120;860;;;;;;;;;;;;;;;;;;;;;;;;;
200001698547;2020;3;F;1;3;1;2;0;2;1;0;2704302;Macei�;27;AL;2;1;1;2704302;Macei�;27;AL;1;1;1;1;599;568;578;590;599.2;608.5;576.7;624.9;CBDAECCADECCDDDEEBDECEBDDEEABBBDEBBDADCCCAEAB;ABACBCBCEDDADBACDDCABEDBCAADADDADBACCACCDBACE;CEDAA99999ACDACADADAEECABEACABDBCDBCDAACCCDEAAEBBA;CBECADCDDDBCDEDEBACEADAAEEDAACBDCBCAABCEBBBED;0;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1;120;120;120;140;120;620;H;C;D;B;2;B;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;C;A;B;B
200005769441;2020;3;F;1;1;1;2;0;2;1;0;3200607;Aracruz;32;ES;4;1;1;3203130;Jo�o Neiva;32;ES;1;1;1;1;597;569;580;587;564.3;613.7;552;688.1;ACDACEBBADDCAEEDCCABBEDCEEABCDACCDDACBDBEDADE;AECCADEBCDAACECDDBEDCDACEBDACADDACDEECECAABBD;99999BCEDCBAAEBDACBADCDBEAAACEDCAEBCCAEBDDBACCCEAA;DAECCADDBACDCEBBACEADECCDEEDCBABACDACDBABBECC;1;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1;160;180;200;180;200;920;H;B;F;B;4;B;A;C;D;A;A;B;B;B;A;A;A;A;B;A;A;B;A;B;B
200003131428;2020;11;F;1;1;1;1;11;1;;0;;;;;;;;3163706;S�o Louren�o;31;MG;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;C;B;B;7;C;A;B;E;A;A;B;A;B;A;B;A;A;B;A;A;C;A;B;B
200006136551;2020;7;F;1;1;1;1;4;1;;0;;;;;;;;3550308;S�o Paulo;35;SP;1;1;1;1;598;567;577;588;591.2;680.1;664.1;623.5;DAE*DBDAAEBDCAEDEDCBDAADACACBDACDBDDCBDEBECAC;DABCBDDDAADAEEEEBCEDEADCBCBCEEDACDDCADEBDECDC;AAEEC99999BEAEABAAABEDACDBADDCDDEABEBADADEACADADBB;CBBEBABCEBADDACCBCACAECBDACAADBDCEDEABEDCBDCB;0;CEDBDDDCACCBDAEBADCBDCDXAAECEDDDECDDCBDDAEDCC;DABCBDDDAEDBECECBBEDEBDEECBCCCBACDCCADEBDECDD;AAEDCACEEECEAACBAEBBEDACDBAADADDEBBEBAAADEACAAADBB;AEBCCXCCCACCDABCCABCABCBAECEDBBDBEEEDBBACCDAC;1;160;200;180;200;160;900;H;D;F;B;3;C;A;B;B;A;A;B;A;B;A;B;A;B;B;A;A;D;A;B;B
200002060429;2020;3;F;1;3;1;1;1;1;;0;;;;;;;;3131307;Ipatinga;31;MG;1;1;1;1;600;570;579;589;438.7;452.6;544.3;452.3;DABDCCDDDBECCEDBDCECDEEDDCADCEDAEDCADDEABBCDC;ADDEDCECBCAEACDACBCEDADDBDABACDBABEBBBBCADCEA;99999EBEBADBCEDEADDAEABADBACADEBDCEDCEBAEADBDABADA;BABCADAABEBACCCEBCBEBBCDDCDCBADCBADBDBACBDEBA;1;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1;120;180;120;120;60;600;C;E;A;A;4;C;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;B;A;B;B
200003517524;2020;5;F;1;1;1;1;2;1;;0;;;;;;;;3122306;Divin�polis;31;MG;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;E;F;B;3;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;B;B
200004016202;2020;4;F;1;1;1;1;3;1;;0;;;;;;;;2304400;Fortaleza;23;CE;1;1;1;1;600;570;579;589;643.8;679.2;634.6;622.1;DDBDCCCEEAADADAEEBECBCBDCCADCEAEDACCECEEDBDDD;BBDAECBCBDCDCDAEEDEEDADCDDCCADECBCCEABADBBCDA;99999EEEDADCDCACADAADECAEBAEAAEADDADCEADCBAACDBECE;BDDECCACAECBDACCADCAEECCBEACBEDBEBCDCADCBBBD*;1;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1;160;200;160;200;180;900;F;D;B;B;3;C;A;D;D;A;A;B;A;B;A;B;A;B;C;A;A;D;A;C;B
200002127749;2020;11;F;1;3;2;1;11;1;;0;;;;;;;;2927408;Salvador;29;BA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;A;A;A;A;2;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
200006050299;2020;4;M;1;3;1;1;1;1;;0;;;;;;;;2306256;Itaitinga;23;CE;1;1;1;1;597;569;580;587;576;611.4;618.1;604.6;DDCCADDEEBDCBECBCCADADADBEACCBACBDDACBBBCDCCC;DBCAACBBCCBAAACDDCEACDAAAAAABCADAADAEDACACABD;DCDAA99999DBDABDBEDBAADBCCEACADDABDADDEDDDADACCAEA;BACCCAEBACDACEECBDDADDCCBCCDEDBEABCDBCEEBDADE;0;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1;160;180;160;160;200;860;F;E;A;A;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
200003578361;2020;12;F;0;1;1;1;14;1;;0;;;;;;;;3550308;S�o Paulo;35;SP;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200001775496;2020;11;M;1;2;1;1;10;1;;0;;;;;;;;2930709;Sim�es Filho;29;BA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;C;A;B;A;1;C;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;C;A;B;B
200004375438;2020;7;M;1;1;1;1;5;1;;0;;;;;;;;3132404;Itajub�;31;MG;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;B;B;A;A;3;C;A;B;C;A;B;B;B;A;A;B;A;A;C;A;A;C;A;B;B
200005053055;2020;5;F;1;1;1;1;3;1;;0;;;;;;;;2312908;Sobral;23;CE;1;1;1;1;701;690;694;697;509.4;522.3;602.9;442.9;AAEEBAECDEACCBBCBDCDDDAABCCDEBDCCDEBDEABDCEBA;AEBDEDDEEBAACAAEEBECCBDABCBDEDADADCBAABDEBDDA;99999ACDEBBDEADCACDAAACBCADBAABBEDBDCEECCBAEAAEADC;ADEBABBCCEBECCBBEEEBCBAEEAECDBCCDCEEBADACABEB;1;ABCEBABCDACCDBBCDABDBEEEBECACCCDAEDBCEADDAEBD;DBADDCDEEBCABDAEBBBCDABDCBBAAECBEDCBADBBDBDAC;99999ECDBDBDCADAACDAABEBCABEAACBEDBBBEECCBCBECEEAD;DABDBAABBEABDBCCCECADCBAEBACEXBDECEEADCDBAABE;1;160;120;160;180;60;680;;;;;;;;;;;;;;;;;;;;;;;;;
200005098216;2020;4;F;1;3;1;1;2;1;;0;;;;;;;;5001102;Aquidauana;50;MS;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;H;E;F;B;4;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
200003695926;2020;11;F;1;3;1;1;7;1;;0;;;;;;;;3304557;Rio de Janeiro;33;RJ;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200001182573;2020;3;F;1;1;1;2;0;2;1;0;4214805;Rio do Sul;42;SC;2;1;1;4214805;Rio do Sul;42;SC;1;1;1;1;600;570;579;589;518.2;546;529;515.5;DCDADACDDCACDAADACDBCCCDBBBACBBDEADCBCDAEBDED;BDBEEECCDACDEECBDBDDBAEBEBEBDBDEBCACBBECDCCDE;AACCE99999CDCEDCBDAEDEBDDBAAADEBCAAABEBBCCDBBDBDCA;BDBEBAEBBCDCDDECDDCCDBCCCCDEDCDCEEBBDEADCDCBA;0;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1;120;40;40;140;40;380;E;E;B;B;3;D;D;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
200006520825;2020;6;M;1;3;1;1;3;1;;0;;;;;;;;3548906;S�o Carlos;35;SP;1;1;1;1;600;570;579;589;512.8;620.5;559.4;589.8;DACADDEBCEEDBBACEEEADCCCAECCDECCCCCADCEAEEEDD;BADDECECBDCCEAEEDBEEDAEBDBBBEDECACCEBCEBBCADE;AACCD99999DBCCADAABABAEEEBBEEDDBDEEDAEADABCACEBBEC;BDBCCACAAEDEDDCCCDCEDECCDBCBDECCBBCECBACBBDCE;0;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1;120;120;120;100;80;540;E;E;C;B;3;F;A;B;B;B;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B
200005047775;2020;7;F;1;3;1;1;5;1;;0;;;;;;;;3550308;S�o Paulo;35;SP;1;1;1;1;701;690;694;697;406.1;392;535;402.2;BABEDCDBBBCDBBBDAACCEDDBDDEBAACBEBDBADDDDEDDA;DACBDAABEEDECECDDCDCBBBDACECBDDBCADBABEDDBBBB;99999BCDCCCDEEDCAADAAADDDDEEAECEEBBCBABACCEABDEDAC;CEBBACDAAECCDCDDBCBBADDDEABABDDEECCAEBBCABBDC;1;ABCEBABCDACCDBBCDABDBEEEBECACCCDAEDBCEADDAEBD;DBADDCDEEBCABDAEBBBCDABDCBBAAECBEDCBADBBDBDAC;99999ECDBDBDCADAACDAABEBCABEAACBEDBBBEECCBCBECEEAD;DABDBAABBEABDBCCCECADCBAEBACEXBDECEEADCDBAABE;1;120;40;40;120;40;360;;;;;;;;;;;;;;;;;;;;;;;;;
200005232594;2020;4;F;1;3;1;1;1;1;;0;;;;;;;;2408003;Mossor�;24;RN;1;1;1;1;599;568;578;590;421.2;479.8;556.5;501.1;BDCBCDBDDDDECEAAEBADCADEDAAEAEEDEBCDBEBDEECAD;EBADDDABEEEAAAECDDEACBDBAEEDACABECDEBEADDADCE;CCCAC99999EEBAAADAEADEEBAEEEEBACCDBCDAAABCCCCEEDBD;CCDCADABEEDADDCCBECDCADBDDCDECADBECCBAECDDCAA;0;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1;120;120;120;120;120;600;F;E;B;B;4;D;A;C;C;B;A;B;A;A;A;B;A;A;C;A;B;D;A;B;B
200006335838;2020;11;M;1;2;1;1;10;1;;0;;;;;;;;2208007;Picos;22;PI;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;B;D;A;A;3;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;B;B
200004808408;2020;5;F;1;3;1;1;3;1;;0;;;;;;;;2803500;Lagarto;28;SE;1;1;1;1;599;568;578;590;508.3;494.5;594.1;570.8;CABCDCCAEDCEABDADBCEDCCDCDECAEADCBBDAEDBECCAD;BDDCECECEDABABBCEBBBCBAACAEEDDDACCEEABDCCBDCE;99999DADEBAEBACDDAAABACECECCEDDACDBCDBACAEEABDEBBD;BCBDECAAECDACEABBDAEABEABEBCCCBACCCEEEDCBDDDB;1;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1;140;160;120;120;160;700;B;B;A;A;3;C;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
200006795307;2020;1;F;1;1;1;2;0;2;1;0;;;;;;;;3300100;Angra dos Reis;33;RJ;1;1;1;1;598;567;577;588;410.3;561.3;556.4;468;EACBAECCCEDDCCDABDDDAEADBDECCCADCDECEDDACCDEC;ECEABDDAADBCDCBCDCECEADCDEECCDEADDABBDECEEBDD;99999ADECEAEEAEBCEBBEADCCAADACDAEBCDBEDADABCECBDBA;DEEDAABACBCAAACDDDABBDBBBAEACCAEBDAABDCDEADCB;1;CEDBDDDCACCBDAEBADCBDCDXAAECEDDDECDDCBDDAEDCC;DABCBDDDAEDBECECBBEDEBDEECBCCCBACDCCADEBDECDD;AAEDCACEEECEAACBAEBBEDACDBAADADDEBBEBAAADEACAAADBB;AEBCCXCCCACCDABCCABCABCBAECEDBBDBEEEDBBACCDAC;1;120;120;120;160;160;680;C;E;C;B;4;B;A;B;C;A;B;B;A;A;A;B;A;A;B;B;A;D;A;B;B
200001331454;2020;4;F;1;2;1;1;2;1;;0;;;;;;;;3544103;Rio Grande da Serra;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;B;E;A;B;3;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
